"","B01","B02","B03","B04","B08","B06","B07","B09","B10","D01","D02","D03","D04","D05","D06","D07","D08","D09"
"bin_m2.mtb80",0.661666666666667,0.2521875,0.0333333333333333,0.667222222222222,0.37,0.173846153846154,0.153461538461538,0,0.0214285714285714,0.4,0.0861538461538462,0,0.01,0.111111111111111,0.015,0.196363636363636,0.00666666666666667,0.454545454545455
"bin_m2.mxb54",0.823333333333333,0.615,0.0333333333333333,0.518888888888889,0.52,0.608461538461538,0.146923076923077,0,0.0214285714285714,0.2,0.434615384615385,0.267,0.01,0.194722222222222,0.0904545454545455,0.613636363636364,0.0271428571428571,0
"bin_m2.mxb83",0.833333333333333,0.5040625,0.0333333333333333,0.761666666666667,0.879090909090909,0.138461538461538,0.273076923076923,0,0.0080952380952381,0,0.604615384615385,0.2,0.1325,0.190277777777778,0.150909090909091,0.44,0,0.272727272727273
"bin_m2.mxb88",0.99,0.4071875,0.0333333333333333,0.714444444444444,0.240909090909091,0.505,0.17,0,0,0,0.266923076923077,0.246,0.1325,0.17,0.181818181818182,0.75,0.00666666666666667,0.272727272727273
"bin_m2.vmb102",0.92,0.330625,0.0333333333333333,0.518888888888889,0.574545454545455,0.756923076923077,0.612692307692308,0,0.0080952380952381,0.064,0.445384615384615,0.079,0.01,0.441666666666667,0.0909090909090909,0.0372727272727273,0,0.181818181818182
"bin_m2.vmb114",0.795,0.583125,0.0333333333333333,0.783888888888889,0.574545454545455,0.622307692307692,0.235769230769231,0,0.0080952380952381,0,0.292307692307692,0.2125,0.05625,0.194722222222222,0.015,0.431818181818182,0,0.181818181818182
"bin_m2.vmb73",0.833333333333333,0.5890625,0.116666666666667,0.761666666666667,0.29,0.564230769230769,0.271923076923077,0,0.0080952380952381,0,0.739230769230769,0.4415,0.01,0.350277777777778,0.150909090909091,0.394545454545455,0.0271428571428571,0.272727272727273
"bin_m21.cct124_sub",0.958333333333333,0.6046875,0.0333333333333333,0.518888888888889,0.604545454545454,0.738461538461539,0.592307692307692,0,0.0080952380952381,0.064,0.303076923076923,0.354,0,0.358333333333333,0.0909090909090909,0.0827272727272727,0,0.0909090909090909
"bin_m21.cct75_sub",0.69,0.420625,0,0.541111111111111,0.513636363636364,0.413461538461538,0.148461538461538,0,0,0.2,0.414615384615385,0.304,0.05625,0.194722222222222,0.0454545454545455,0.25,0,0.181818181818182
"bin_m21.mtb157_sub",0.781666666666667,0.2546875,0.0333333333333333,0.471666666666667,0.574545454545455,0.164615384615385,0.136153846153846,0,0,0,0.436153846153846,0.308,0.01,0.115555555555556,0.105909090909091,0.659090909090909,0,0.181818181818182
"bin_m21.mtb170",0.0416666666666667,0,0,0.424444444444444,0,0,0.0723076923076923,0,0,0,0,0,0.01,0,0,0.0145454545454545,0,0
"bin_m21.mtb187",0.833333333333333,0.3390625,0.116666666666667,0.499444444444444,0.37,0.738461538461539,0.723846153846154,0,0.0080952380952381,0,0.125384615384615,0.0625,0.01,0.316111111111111,0.196818181818182,0.0145454545454545,0,0.363636363636364
"bin_m21.mtb45",0.815,0.29,0.116666666666667,0.471666666666667,0.52,0.330769230769231,0.0865384615384615,0,0,0,0.335384615384615,0.025,0.05625,0.250277777777778,0.015,0.613636363636364,0,0.181818181818182
"bin_m21.mtb53",0.773333333333333,0.3509375,0.0333333333333333,0.443888888888889,0.543636363636364,0.648846153846154,0.620769230769231,0,0.0080952380952381,0,0.343076923076923,0.1915,0.01,0.288888888888889,0.181818181818182,0.0145454545454545,0,0
"bin_m21.mtb57_sub",0.27,0.1765625,0.0333333333333333,0.424444444444444,0.147272727272727,0,0.0434615384615385,0,0.0080952380952381,0,0.383846153846154,0.2,0.01,0.0277777777777778,0.0909090909090909,0.378181818181818,0,0.0909090909090909
"bin_m21.mtb83",0.681666666666667,0.426875,0.0333333333333333,0.714444444444444,0.574545454545455,0.630769230769231,0.120384615384615,0,0.0080952380952381,0,0.373846153846154,0.1665,0.04625,0.115555555555556,0.015,0.431818181818182,0,0.181818181818182
"bin_m21.vmb10",0.823333333333333,0.35125,0.116666666666667,0.471666666666667,0.574545454545455,0.229615384615385,0.120769230769231,0,0,0.2,0.400769230769231,0.1665,0.01,0.282222222222222,0.015,0.25,0,0.181818181818182
"bin_m21.vmb130_sub",0.3,0.4721875,0.0333333333333333,0.468888888888889,0.465454545454545,0.334230769230769,0.329230769230769,0,0.0080952380952381,0.08,0.692307692307692,0.2415,0.01,0.117777777777778,0.105909090909091,0.241818181818182,0.00666666666666667,0.363636363636364
"bin_m21.vmb39",0.755,0.54,0.233333333333333,0.246666666666667,0.4,0.273846153846154,0.348076923076923,0,0.0080952380952381,0,0.133846153846154,0.0625,0.1225,0.301388888888889,0.0909090909090909,0.25,0,0.181818181818182
"bin_m22.cct149",0.963333333333333,0.9040625,0.6,1,0.804545454545455,1,0.894230769230769,0,0.0214285714285714,0.506,0.653076923076923,0.8165,0.01,0.751666666666667,0.699090909090909,0.863636363636364,0.326190476190476,0.181818181818182
"bin_m22.mtb125",0.595,0.7015625,0.116666666666667,0.516111111111111,0.424545454545455,0.806153846153846,0.417307692307692,0,0.0080952380952381,0.28,0.567692307692308,0.529,0.01,0.168611111111111,0.105909090909091,0.0763636363636364,0.0947619047619048,0.363636363636364
"bin_m22.mtb136",0.781666666666667,0.2546875,0.0333333333333333,0.471666666666667,0.574545454545455,0.164615384615385,0.133076923076923,0,0,0,0.443076923076923,0.183,0.01,0.115555555555556,0.105909090909091,0.477272727272727,0,0.181818181818182
"bin_m22.mtb157",0.958333333333333,0.6653125,0.0333333333333333,0.518888888888889,0.604545454545454,0.681153846153846,0.551538461538462,0,0.0080952380952381,0.064,0.633846153846154,0.3625,0.01,0.307777777777778,0.0909090909090909,0.318181818181818,0,0.0909090909090909
"bin_m22.mtb184",0.353333333333333,0.275625,0.116666666666667,0.714444444444444,0.279090909090909,0,0.0746153846153846,0,0,0,0.268461538461538,0.25,0.01,0.129444444444444,0.0909090909090909,0.431818181818182,0,0.0909090909090909
"bin_m22.mtb2",0.805,0.415625,0.0333333333333333,0.471666666666667,0.574545454545455,0.641538461538462,0.133076923076923,0,0,0.2,0.406153846153846,0.1665,0.05625,0.115555555555556,0.0454545454545455,0.431818181818182,0,0
"bin_m22.mtb219",0.833333333333333,0.7334375,0.116666666666667,0.761666666666667,0.574545454545455,0.776153846153846,0.349230769230769,0,0.0080952380952381,0.08,0.526153846153846,0.4415,0.01,0.265833333333333,0.105909090909091,0.378181818181818,0.0476190476190476,0.363636363636364
"bin_m22.mtb86_sub",0.71,0.6546875,0.116666666666667,0.625555555555556,0.574545454545455,0.656153846153846,0.210769230769231,0,0,0.08,0.559230769230769,0.467,0.05625,0.418611111111111,0.105909090909091,0.212727272727273,0.0138095238095238,0.363636363636364
"bin_m22.mtb89_sub",0.761666666666667,0.55,0,0.563333333333333,0.489090909090909,0.650769230769231,0.216538461538462,0,0.0214285714285714,0.2,0.326153846153846,0.3835,0.01,0.196111111111111,0.105909090909091,0.431818181818182,0.00666666666666667,0.272727272727273
"bin_m22.mxb32",0.823333333333333,0.661875,0.0333333333333333,0.518888888888889,0.52,0.608461538461538,0.130769230769231,0,0.0214285714285714,0.2,0.434615384615385,0.267,0.01,0.194722222222222,0.0904545454545455,0.613636363636364,0.0271428571428571,0.0909090909090909
"bin_m22.vmb0",0.981666666666667,0.5396875,0.0333333333333333,0.518888888888889,0.574545454545455,0.585,0.590769230769231,0,0.0080952380952381,0.064,0.644615384615385,0.2,0.01,0.370833333333333,0.136363636363636,0.0372727272727273,0,0.181818181818182
"bin_m22.vmb147_sub",0.693333333333333,0.5575,0.0833333333333333,0.424444444444444,0.543636363636364,0.671538461538462,0.428846153846154,0,0.0214285714285714,0,0.343846153846154,0.1665,0.01,0.159444444444444,0.045,0.378181818181818,0.0338095238095238,0.181818181818182
"bin_m22.vmb205_sub",0.671666666666667,0.2846875,0.116666666666667,0.499444444444444,0.393636363636364,0.642692307692308,0.295,0,0.0080952380952381,0.064,0.506923076923077,0.25,0.01,0.112777777777778,0.227272727272727,0.0827272727272727,0,0.0909090909090909
"bin_m22.vmb20_sub",0.766666666666667,0.601875,0.0333333333333333,0.518888888888889,0.574545454545455,0.660769230769231,0.0688461538461538,0,0.0080952380952381,0.2,0.488461538461538,0.496,0.04625,0.166944444444444,0.045,0.659090909090909,0,0.181818181818182
"bin_m22.vmb86",0.74,0.3028125,0.0333333333333333,0.714444444444444,0.574545454545455,0.229615384615385,0.106153846153846,0,0.0238095238095238,0,0.402307692307692,0.104,0.01,0.0877777777777778,0.015,0.431818181818182,0,0
"bin_m24.cct0",0.833333333333333,0.644375,0.0666666666666667,0.692222222222222,0.854545454545455,0.743076923076923,0.326538461538462,0.0471428571428571,0.0214285714285714,0.09,0.24,0.054,0,0.296388888888889,0.015,0.196363636363636,0.00666666666666667,0.454545454545455
"bin_m24.cct106_sub",0.781666666666667,0.6703125,0.233333333333333,0.761666666666667,0.574545454545455,0.786153846153846,0.576538461538462,0,0.0214285714285714,0,0.119230769230769,0.1125,0.01,0.468611111111111,0.325454545454545,0.613636363636364,0.00666666666666667,0.181818181818182
"bin_m24.cct128",0.333333333333333,0.080625,0,0.471666666666667,0,0,0.0184615384615385,0,0,0,0.108461538461538,0.0125,0.05625,0.0216666666666667,0,0.25,0,0.0909090909090909
"bin_m24.cct154",0.781666666666667,0.6090625,0.0333333333333333,0.761666666666667,0.574545454545455,0.718461538461538,0.0534615384615385,0,0,0,0.316153846153846,0.0415,0.01,0.166944444444444,0.045,0.431818181818182,0,0.272727272727273
"bin_m24.cct23_sub",0.638333333333333,0.4171875,0.0333333333333333,0.783888888888889,0.574545454545455,0.457307692307692,0.0819230769230769,0,0.0080952380952381,0,0.385384615384615,0.1915,0.04625,0.166944444444444,0.015,0.431818181818182,0,0.181818181818182
"bin_m24.cct24",0.878333333333333,0.560625,0.0333333333333333,0.499444444444444,0.4,0.739230769230769,0.491923076923077,0,0.0080952380952381,0,0.375384615384615,0.1625,0.01,0.189722222222222,0.272727272727273,0.0145454545454545,0,0.0909090909090909
"bin_m24.cct4",0.415,0.51,0.116666666666667,0.518888888888889,0.343636363636364,0.690769230769231,0.0419230769230769,0,0,0,0.0284615384615385,0.0125,0,0.182222222222222,0.015,0.196363636363636,0.0271428571428571,0.363636363636364
"bin_m24.cct57_sub",0.625,0.728125,0.116666666666667,0.761666666666667,0.574545454545455,0.736153846153846,0.283076923076923,0,0.0319047619047619,0.4,0.454615384615385,0.329,0.05625,0.356666666666667,0.0909090909090909,0.659090909090909,0.0338095238095238,0.363636363636364
"bin_m24.cct74",0.803333333333333,0.53375,0.0833333333333333,0.761666666666667,0.363636363636364,0.660769230769231,0.257307692307692,0,0,0.2,0.598461538461538,0.2585,0.04625,0.264166666666667,0.015,0.295454545454545,0.00666666666666667,0.272727272727273
"bin_m24.mtb106_sub",0.753333333333333,0.565,0.0333333333333333,0.292777777777778,0.37,0.379615384615385,0.217307692307692,0,0.0080952380952381,0,0.388461538461538,0.2915,0.01,0.215555555555556,0.0909090909090909,0.613636363636364,0,0.181818181818182
"bin_m24.mtb115",0.491666666666667,0.3871875,0,0.518888888888889,0.267272727272727,0.273461538461538,0.1,0,0,0,0.434615384615385,0.267,0,0.194722222222222,0.0754545454545455,0.431818181818182,0,0
"bin_m24.mtb14",0.0416666666666667,0.046875,0,0.424444444444444,0,0,0.0407692307692308,0,0,0,0.0223076923076923,0,0.05625,0,0,0.378181818181818,0,0.272727272727273
"bin_m24.mtb157",1,0.7278125,0.0333333333333333,0.518888888888889,0.604545454545454,0.661538461538462,0.716538461538462,0,0.0080952380952381,0.064,0.629230769230769,0.454,0.01,0.316666666666667,0.0909090909090909,0.0827272727272727,0,0.181818181818182
"bin_m24.mtb173",0.846666666666667,0.6309375,0.0333333333333333,0.471666666666667,0.309090909090909,0.661538461538462,0.616538461538462,0,0.0080952380952381,0.064,0.466923076923077,0.35,0.01,0.190277777777778,0.181818181818182,0.219090909090909,0,0.181818181818182
"bin_m24.mtb176",0.291666666666667,0.1659375,0.0333333333333333,0.223333333333333,0.09,0.241923076923077,0.118461538461538,0,0,0.2,0,0.0125,0.01,0.0461111111111111,0.136363636363636,0.25,0,0
"bin_m24.mtb184",0.823333333333333,0.2803125,0.0333333333333333,0.714444444444444,0.574545454545455,0.164615384615385,0.122307692307692,0,0,0,0.258461538461538,0.029,0.01,0.115555555555556,0.0909090909090909,0.431818181818182,0,0.181818181818182
"bin_m24.mtb207",1,0.210625,0.0333333333333333,0.518888888888889,0.543636363636364,0.756923076923077,0.613076923076923,0,0.0080952380952381,0,0.495384615384615,0.1875,0.01,0.344444444444444,0.272727272727273,0.0145454545454545,0,0
"bin_m24.mtb3",0.813333333333333,0.7128125,0.0333333333333333,0.761666666666667,0.574545454545455,0.631538461538461,0.258846153846154,0,0.0080952380952381,0.4,0.506923076923077,0.3585,0.05625,0.301111111111111,0.105909090909091,0.659090909090909,0.0404761904761905,0.545454545454545
"bin_m24.mtb67",0.803333333333333,0.75375,0.233333333333333,0.531111111111111,0.604545454545454,0.571538461538462,0.224615384615385,0,0.0080952380952381,0.196,0.429230769230769,0.1335,0.01,0.355833333333333,0.0413636363636364,0.196363636363636,0.0476190476190476,0.272727272727273
"bin_m24.mtb8",0.833333333333333,0.683125,0.0666666666666667,0.761666666666667,0.604545454545454,0.534230769230769,0.353461538461538,0,0.0319047619047619,0.196,0.594615384615385,0.4505,0.01,0.224722222222222,0.150909090909091,0.659090909090909,0.0338095238095238,0.363636363636364
"bin_m24.mtb83",0.791666666666667,0.7040625,0.0333333333333333,0.761666666666667,0.574545454545455,0.82,0.477307692307692,0,0.0080952380952381,0.2,0.428461538461538,0.3505,0.05625,0.265555555555556,0.174090909090909,0.431818181818182,0.0271428571428571,0.454545454545455
"bin_m24.mxb17",0.25,0.1746875,0.0333333333333333,0.471666666666667,0.284545454545455,0,0.0565384615384615,0,0.0080952380952381,0.2,0.311538461538462,0.0875,0.05625,0.0461111111111111,0.0909090909090909,0.613636363636364,0,0
"bin_m24.mxb55",0.833333333333333,0.768125,0.15,0.761666666666667,0.454545454545455,0.641538461538462,0.233461538461538,0,0.0080952380952381,0,0.434615384615385,0.3045,0.01,0.2175,0.135909090909091,0.196363636363636,0.0271428571428571,0.272727272727273
"bin_m24.vmb102",0.333333333333333,0.2425,0.15,0.471666666666667,0.4,0.0769230769230769,0.140384615384615,0,0.0080952380952381,0,0.0223076923076923,0.0125,0,0.101666666666667,0,0.25,0,0.363636363636364
"bin_m24.vmb132_sub",0.69,0.1971875,0.0833333333333333,0.424444444444444,0.513636363636364,0.197307692307692,0.109230769230769,0,0,0,0.140769230769231,0.029,0.01,0.227222222222222,0.015,0.431818181818182,0,0
"bin_m24.vmb153",0.803333333333333,0.6671875,0.0333333333333333,0.67,0.37,0.685384615384615,0.100769230769231,0,0.0080952380952381,0.08,0.354615384615385,0.238,0.05625,0.1225,0.105909090909091,0.378181818181818,0.00666666666666667,0.454545454545455
"bin_m24.vmb166",0.953333333333333,0.756875,0.233333333333333,0.518888888888889,0.454545454545455,0.661538461538462,0.591538461538462,0,0.0080952380952381,0,0.0223076923076923,0.0625,0.01,0.273055555555556,0.045,0.0145454545454545,0.00666666666666667,0.181818181818182
"bin_m24.vmb170",0.791666666666667,0.71125,0.116666666666667,0.67,0.574545454545455,0.69,0.410384615384615,0,0.0080952380952381,0.17,0.489230769230769,0.304,0.01,0.294166666666667,0.293636363636364,0.423636363636364,0.0138095238095238,0.272727272727273
"bin_m24.vmb21",0.708333333333333,0.6984375,0.116666666666667,0.761666666666667,0.574545454545455,0.570384615384615,0.520769230769231,0,0.0319047619047619,0.2,0.243076923076923,0.1915,0.05625,0.226666666666667,0.0454545454545455,0.613636363636364,0,0.454545454545455
"bin_m24.vmb61_sub",0.823333333333333,0.345,0.116666666666667,0.714444444444444,0.574545454545455,0.229615384615385,0.105384615384615,0,0,0.2,0.389230769230769,0.1665,0.01,0.282222222222222,0.015,0.25,0,0.181818181818182
"bin_m24.vmb7",0.815,0.0465625,0,0.471666666666667,0,0.140769230769231,0.0665384615384615,0,0,0,0.111538461538462,0.238,0.01,0.0461111111111111,0.0909090909090909,0.659090909090909,0,0
"bin_m24.vmb87_sub",0.625,0.5346875,0.2,0.209444444444444,0.393636363636364,0.809230769230769,0.399615384615385,0,0.0080952380952381,0.04,0.0584615384615385,0.0625,0.01,0.330833333333333,0.181818181818182,0.150909090909091,0.0338095238095238,0
"bin_m24.vmb88",0.773333333333333,0.6528125,0.233333333333333,0.714444444444444,0.604545454545454,0.786153846153846,0.568076923076923,0,0.0214285714285714,0,0.119230769230769,0.1125,0.01,0.328333333333333,0.318181818181818,0.636363636363636,0.00666666666666667,0
"bin_m25.cct11",0.25,0.1853125,0.0333333333333333,0.471666666666667,0.284545454545455,0,0.0434615384615385,0,0.0080952380952381,0,0.283076923076923,0.025,0.01,0.0461111111111111,0.0909090909090909,0.613636363636364,0,0
"bin_m25.cct140",0.833333333333333,0.765625,0.15,0.761666666666667,0.454545454545455,0.641538461538462,0.233461538461538,0,0.0080952380952381,0,0.434615384615385,0.3045,0.01,0.2175,0.135909090909091,0.196363636363636,0.0271428571428571,0.363636363636364
"bin_m25.cct35_sub",0.92,0.2828125,0.0333333333333333,0.387222222222222,0.543636363636364,0.681153846153846,0.48,0,0.0080952380952381,0,0.37,0.0915,0.01,0.2875,0.136363636363636,0.0145454545454545,0.00666666666666667,0.0909090909090909
"bin_m25.mtb107",0.833333333333333,0.71125,0.116666666666667,0.761666666666667,0.52,0.806153846153846,0.276923076923077,0,0.0080952380952381,0.28,0.666923076923077,0.3585,0.01,0.265833333333333,0.226818181818182,0.378181818181818,0.040952380952381,0.363636363636364
"bin_m25.mtb125",0.823333333333333,0.355625,0.0333333333333333,0.714444444444444,0.574545454545455,0.273461538461538,0.103076923076923,0,0,0,0.410769230769231,0.1665,0.01,0.115555555555556,0.105909090909091,0.431818181818182,0,0.181818181818182
"bin_m25.mtb130",0.981666666666667,0.584375,0.0333333333333333,0.518888888888889,0.604545454545454,0.738461538461539,0.629615384615385,0,0.0080952380952381,0.064,0.57,0.4125,0.01,0.288888888888889,0.181818181818182,0.219090909090909,0.00666666666666667,0.181818181818182
"bin_m25.mtb132",0.551666666666667,0.1365625,0.0333333333333333,0.761666666666667,0.37,0.0769230769230769,0.0619230769230769,0,0,0,0.247692307692308,0.046,0.04625,0.0461111111111111,0.0909090909090909,0.25,0,0
"bin_m25.mtb176",0.99,0.4465625,0.0333333333333333,0.499444444444444,0.574545454545455,0.738461538461539,0.586923076923077,0,0.0080952380952381,0,0.468461538461538,0.104,0.01,0.288888888888889,0.181818181818182,0.378181818181818,0.00666666666666667,0.0909090909090909
"bin_m25.mtb19",0.436666666666667,0.2775,0.116666666666667,0.714444444444444,0.424545454545455,0,0.09,0,0,0,0.210769230769231,0.2625,0.05625,0.129444444444444,0.0909090909090909,0.431818181818182,0,0
"bin_m25.mtb2",0.791666666666667,0.684375,0.116666666666667,0.761666666666667,0.543636363636364,0.806153846153846,0.246538461538462,0,0.0080952380952381,0.08,0.635384615384615,0.1875,0.01,0.238055555555556,0.105909090909091,0.241818181818182,0.0338095238095238,0.363636363636364
"bin_m25.mtb4",0.823333333333333,0.7309375,0.116666666666667,0.761666666666667,0.574545454545455,0.806153846153846,0.299230769230769,0,0.0080952380952381,0.28,0.637692307692308,0.5165,0.01,0.265833333333333,0.135909090909091,0.394545454545455,0.040952380952381,0.272727272727273
"bin_m25.mtb47",0.748333333333333,0.4934375,0.0333333333333333,0.55,0.52,0.671538461538462,0.117307692307692,0,0,0.2,0.146923076923077,0.0125,0.01,0.173611111111111,0,0.431818181818182,0.00666666666666667,0
"bin_m25.mtb55_sub",0.791666666666667,0.7453125,0.2,0.761666666666667,0.574545454545455,0.767692307692308,0.277692307692308,0,0.0080952380952381,0.28,0.713846153846154,0.4505,0.01,0.329166666666667,0.135909090909091,0.241818181818182,0.040952380952381,0.363636363636364
"bin_m25.mtb74",0.791666666666667,0.7503125,0.116666666666667,0.761666666666667,0.574545454545455,0.806153846153846,0.305384615384615,0,0.0080952380952381,0.28,0.639230769230769,0.229,0.01,0.238055555555556,0.135909090909091,0.378181818181818,0.0404761904761905,0.363636363636364
"bin_m25.mtb91",0.815,0.6571875,0.0333333333333333,0.518888888888889,0.604545454545454,0.661538461538462,0.7,0,0.0080952380952381,0.064,0.491538461538462,0.3625,0.01,0.288888888888889,0.0454545454545455,0.400909090909091,0,0.0909090909090909
"bin_m25.mtb94",0.99,0.7,0.0333333333333333,0.499444444444444,0.604545454545454,0.738461538461539,0.698076923076923,0,0.0080952380952381,0,0.670769230769231,0.229,0.01,0.358333333333333,0.136363636363636,0.378181818181818,0.00666666666666667,0.181818181818182
"bin_m25.mtb97_sub",0.781666666666667,0.3046875,0.116666666666667,0.499444444444444,0.224545454545455,0.710384615384615,0.314615384615385,0,0.0080952380952381,0,0.479230769230769,0.3125,0.01,0.189722222222222,0.0909090909090909,0.06,0.00666666666666667,0.181818181818182
"bin_m25.vmb106",0.791666666666667,0.6221875,0.0833333333333333,0.714444444444444,0.543636363636364,0.806153846153846,0.398076923076923,0,0.0080952380952381,0.2,0.596153846153846,0.2665,0.01,0.203611111111111,0.226818181818182,0.394545454545455,0.00666666666666667,0.363636363636364
"bin_m25.vmb111",0.791666666666667,0.7490625,0.15,0.761666666666667,0.454545454545455,0.716153846153846,0.464230769230769,0,0.0080952380952381,0.29,0.490769230769231,0.613,0.05625,0.218888888888889,0.196818181818182,0.659090909090909,0.0404761904761905,0.0909090909090909
"bin_m25.vmb114",0.823333333333333,0.355625,0.0333333333333333,0.714444444444444,0.574545454545455,0.273461538461538,0.109230769230769,0,0,0.2,0.403846153846154,0.3415,0.05625,0.115555555555556,0.105909090909091,0.613636363636364,0,0.181818181818182
"bin_m25.vmb122",0.903333333333333,0.2521875,0.0333333333333333,0.518888888888889,0.52,0.648846153846154,0.557692307692308,0,0.0080952380952381,0.064,0.473076923076923,0.0625,0,0.386111111111111,0.0909090909090909,0.0372727272727273,0,0.0909090909090909
"bin_m25.vmb125",0.815,0.693125,0.0833333333333333,0.761666666666667,0.543636363636364,0.806153846153846,0.460769230769231,0,0.0080952380952381,0.28,0.523846153846154,0.579,0.05625,0.256388888888889,0.150909090909091,0.212727272727273,0.0204761904761905,0.272727272727273
"bin_m25.vmb13",0.5,0.1540625,0,0.471666666666667,0.15,0,0.0769230769230769,0,0,0,0.335384615384615,0.025,0.01,0.166944444444444,0,0.613636363636364,0,0
"bin_m25.vmb131",1,0.73125,0.0333333333333333,0.761666666666667,0.604545454545454,0.738461538461539,0.7,0,0.0080952380952381,0.064,0.712307692307692,0.3625,0.01,0.386111111111111,0.136363636363636,0.0372727272727273,0,0.181818181818182
"bin_m25.vmb19",0.795,0.738125,0.116666666666667,0.783888888888889,0.52,0.680769230769231,0.563461538461538,0,0.0080952380952381,0.196,0.585384615384615,0.513,0.01,0.276944444444444,0.135909090909091,0.485454545454545,0.0476190476190476,0.272727272727273
"bin_m25.vmb27",0.803333333333333,0.3025,0.0333333333333333,0.471666666666667,0.52,0.229615384615385,0.0746153846153846,0,0,0.2,0.296153846153846,0.4165,0.05625,0.115555555555556,0.015,0.295454545454545,0,0.272727272727273
"bin_m25.vmb37",0.981666666666667,0.47625,0.0333333333333333,0.518888888888889,0.543636363636364,0.738461538461539,0.466923076923077,0,0.0080952380952381,0.064,0.470769230769231,0.1375,0.01,0.358333333333333,0.272727272727273,0.219090909090909,0,0.0909090909090909
"bin_m25.vmb40",0.675,0.4803125,0.233333333333333,0.223333333333333,0.454545454545455,0.310384615384615,0.399230769230769,0,0.0080952380952381,0,0.108461538461538,0.0955,0.1225,0.264166666666667,0.136363636363636,0.25,0.0271428571428571,0.0909090909090909
"bin_m25.vmb42",0.25,0,0,0.223333333333333,0.163636363636364,0.0292307692307692,0.0769230769230769,0,0,0,0,0,0.01,0.0183333333333333,0,0.25,0,0
"bin_m25.vmb48_sub",0.958333333333333,0.3421875,0.0333333333333333,0.518888888888889,0.52,0.681153846153846,0.465384615384615,0,0.0080952380952381,0.064,0.391538461538462,0.4665,0.03625,0.316666666666667,0.227272727272727,0.0827272727272727,0,0.0909090909090909
"bin_m25.vmb76",0.981666666666667,0.6703125,0.0333333333333333,0.518888888888889,0.454545454545455,0.738461538461539,0.607692307692308,0,0.0080952380952381,0.064,0.623076923076923,0.325,0.01,0.219444444444444,0,0.0372727272727273,0,0.181818181818182
"bin_m25.vmb77_sub",0.833333333333333,0.673125,0.116666666666667,0.908333333333333,0.52,0.685384615384615,0.459230769230769,0,0.0080952380952381,0.196,0.5,0.2505,0.05625,0.275277777777778,0.271818181818182,0.469090909090909,0.0476190476190476,0.181818181818182
"bin_m25.vmb85",0.771666666666667,0.6246875,0.0833333333333333,0.761666666666667,0.543636363636364,0.723846153846154,0.499230769230769,0,0.0319047619047619,0,0.440769230769231,0.071,0.01,0.231388888888889,0.105909090909091,0.196363636363636,0.0338095238095238,0.454545454545455
"bin_m25.vmb86_sub",0.0833333333333333,0.2190625,0.0333333333333333,0.471666666666667,0.315454545454545,0,0.0434615384615385,0,0.0080952380952381,0.2,0.354615384615385,0.075,0.01,0.0461111111111111,0.0454545454545455,0.613636363636364,0,0
"bin_m25.vmb87",1,0.6184375,0.0333333333333333,0.518888888888889,0.604545454545454,0.585,0.67,0,0.0080952380952381,0.064,0.412307692307692,0.354,0.01,0.288888888888889,0.196818181818182,0.0827272727272727,0,0.181818181818182
"bin_m3.cct136_sub",0.745,0.555,0.0833333333333333,0.377222222222222,0.254545454545455,0.593461538461538,0.159230769230769,0,0,0.2,0.598461538461538,0.2585,0.04625,0.264166666666667,0.015,0.25,0.0133333333333333,0.272727272727273
"bin_m3.cct166_sub",0.486666666666667,0.6275,0.15,0.761666666666667,0.55,0.495769230769231,0.455769230769231,0,0.0080952380952381,0.2,0.353076923076923,0.663,0.05625,0.32,0.150909090909091,0.378181818181818,0.0271428571428571,0.272727272727273
"bin_m3.cct28",0.513333333333333,0.5521875,0.0666666666666667,0.692222222222222,0.665454545454545,0.280384615384615,0.403846153846154,0,0,0.09,0.108461538461538,0.1375,0.01,0.105,0,0.0145454545454545,0,0.181818181818182
"bin_m3.mtb134_sub",0.813333333333333,0.7703125,0.15,0.518888888888889,0.4,0.75,0.400769230769231,0,0.0080952380952381,0,0.496153846153846,0.2835,0.01,0.218888888888889,0.0909090909090909,0.196363636363636,0,0.272727272727273
"bin_m3.mtb140",0.615,0.5253125,0.116666666666667,0.443888888888889,0.37,0.761538461538461,0.561538461538462,0,0.0080952380952381,0,0.365384615384615,0.1875,0.01,0.28,0.151363636363636,0.0145454545454545,0,0
"bin_m3.mxb35_sub",1,0.2540625,0.0333333333333333,0.518888888888889,0.429090909090909,0.738461538461539,0.62,0,0.0080952380952381,0.064,0.413846153846154,0.0915,0.01,0.363333333333333,0.0909090909090909,0.0372727272727273,0,0
"bin_m3.vmb108",0.833333333333333,0.7375,0.15,0.761666666666667,0.454545454545455,0.641538461538462,0.168076923076923,0,0.0080952380952381,0,0.434615384615385,0.3045,0.05625,0.236388888888889,0.135909090909091,0.613636363636364,0.0271428571428571,0.363636363636364
"bin_m3.vmb138",1,0.74875,0.2,0.518888888888889,0.604545454545454,0.795384615384615,0.761923076923077,0,0.0080952380952381,0,0.582307692307692,0.504,0.01,0.442777777777778,0.272727272727273,0.423636363636364,0.00666666666666667,0.181818181818182
"bin_m3.vmb52",0.61,0.2953125,0.116666666666667,0.377222222222222,0.315454545454545,0.603461538461538,0.272307692307692,0,0.0080952380952381,0,0.488461538461538,0.225,0.01,0.105833333333333,0.136363636363636,0.0145454545454545,0,0.181818181818182
