Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5	Completeness	Contamination	Strain heterogeneity
m19.vmb41	p__Bacteroidetes (UID2605)	350	315	209	7	308	0	0	0	0	98.09	0	0
m19.vmb45	o__Clostridiales (UID1212)	172	263	149	17	241	5	0	0	0	93.74	2.68	0
m19.vmb53	f__Lachnospiraceae (UID1286)	57	420	207	71	346	3	0	0	0	85.98	1.45	33.33
m19.vmb58	f__Lachnospiraceae (UID1255)	90	354	174	8	334	12	0	0	0	95.96	3.74	8.33
m19.vmb63_sub	c__Clostridia (UID1118)	387	223	124	29	192	2	0	0	0	85.48	0.54	50
m19.vmb81	o__Lactobacillales (UID355)	490	334	183	2	328	4	0	0	0	99.32	1.37	25
m19.vmb88	c__Clostridia (UID1118)	387	223	124	14	208	1	0	0	0	91.94	0.03	0
m19.vmb91	c__Clostridia (UID1118)	387	223	124	17	200	5	1	0	0	90.65	1.92	25
m19.vmb93	f__Mycoplasmataceae (UID2414)	89	228	130	1	226	1	0	0	0	99.23	0.38	0
m2.cct103_sub	c__Clostridia (UID1118)	387	223	124	33	182	8	0	0	0	86.87	4.08	25
m2.cct127	o__Clostridiales (UID1212)	172	263	149	4	259	0	0	0	0	97.32	0	0
m2.cct132	p__Bacteroidetes (UID2605)	350	316	210	40	273	3	0	0	0	88.08	1.19	33.33
m2.cct144	o__Rickettsiales (UID3809)	83	324	211	108	212	4	0	0	0	59.42	1.9	0
m2.cct150_sub	f__Enterobacteriaceae (UID5121)	138	1162	336	40	934	184	4	0	0	96.88	12.18	50
m2.cct151_sub	p__Bacteroidetes (UID2605)	350	316	210	66	237	12	1	0	0	83.59	5.32	0
m2.cct152	o__Campylobacterales (UID3068)	106	477	284	5	471	1	0	0	0	99.23	0.35	0
m2.cct1_sub	o__Clostridiales (UID1212)	172	263	149	99	164	0	0	0	0	60.86	0	0
m2.cct21_sub	p__Bacteroidetes (UID2605)	350	316	210	199	103	14	0	0	0	30.77	4.22	0
m2.cct23_sub	k__Bacteria (UID2372)	131	177	106	2	173	2	0	0	0	98.11	1.89	50
m2.cct38_sub	f__Lachnospiraceae (UID1255)	90	354	174	44	300	10	0	0	0	85.33	2.65	10
m2.cct40_sub	c__Clostridia (UID1118)	387	223	124	11	211	1	0	0	0	93.28	0.03	0
m2.cct47_sub	o__Clostridiales (UID1212)	172	263	149	116	145	2	0	0	0	55.44	1.34	0
m2.cct49	o__Clostridiales (UID1120)	304	250	143	44	200	6	0	0	0	77.87	2.45	0
m2.cct56_sub	o__Lactobacillales (UID355)	490	336	184	22	304	10	0	0	0	95.72	2.6	50
m2.cct60_sub	o__Bacteroidales (UID2617)	213	406	265	27	157	150	57	14	1	94.03	87.91	9.16
m2.cct63	k__Bacteria (UID2565)	2921	152	93	8	139	5	0	0	0	93.91	2.87	0
m2.cct76_sub	c__Clostridia (UID1118)	387	223	124	110	106	7	0	0	0	44.37	3.36	0
m2.cct78_sub	o__Clostridiales (UID1226)	155	278	158	114	124	33	6	1	0	56.36	21.98	8.77
m2.cct89_sub	f__Lachnospiraceae (UID1286)	57	420	207	15	350	50	4	1	0	95.01	18.12	2.94
m2.cct99_sub	o__Bacteroidales (UID2657)	160	492	269	36	439	17	0	0	0	93.56	4.01	17.65
m2.mtb108	o__Clostridiales (UID1226)	155	278	158	18	259	1	0	0	0	93.04	0.63	0
m2.mtb110	o__Bacteroidales (UID2617)	213	406	265	9	383	13	1	0	0	97.74	3.43	0
m2.mtb111	f__Lachnospiraceae (UID1255)	90	354	174	8	318	28	0	0	0	96.55	9.47	35.71
m2.mtb116_sub	f__Lachnospiraceae (UID1255)	90	354	174	28	314	12	0	0	0	90.75	2.55	25
m2.mtb119	k__Bacteria (UID1453)	901	171	117	54	113	4	0	0	0	59.47	2.64	75
m2.mtb123	p__Bacteroidetes (UID2605)	350	315	209	15	300	0	0	0	0	94.74	0	0
m2.mtb129	o__Clostridiales (UID1212)	172	263	149	16	243	3	0	0	1	90.83	0.27	66.67
m2.mtb131_sub	f__Lachnospiraceae (UID1255)	90	354	174	27	318	8	1	0	0	94.15	3.45	45.45
m2.mtb136	k__Bacteria (UID2569)	434	278	186	35	234	9	0	0	0	87.11	2.84	44.44
m2.mtb137_sub	f__Lachnospiraceae (UID1256)	33	333	171	53	268	12	0	0	0	89.81	5.85	41.67
m2.mtb138_sub	f__Lachnospiraceae (UID1255)	90	354	174	30	302	19	3	0	0	90.75	6.53	32.14
m2.mtb145_sub	o__Clostridiales (UID1226)	155	278	158	9	259	9	1	0	0	95.25	5.44	50
m2.mtb15	o__Clostridiales (UID1212)	172	263	149	104	156	3	0	0	0	52.65	1.51	33.33
m2.mtb152	c__Clostridia (UID1118)	387	223	124	10	206	7	0	0	0	95.16	0.18	0
m2.mtb16	o__Bacteroidales (UID2617)	213	406	265	12	382	12	0	0	0	96.42	3.16	16.67
m2.mtb163	o__Clostridiales (UID1212)	172	263	149	36	222	4	1	0	0	82.37	3.13	0
m2.mtb164	o__Bacteroidales (UID2617)	213	406	265	3	393	10	0	0	0	99.25	3.02	0
m2.mtb166	o__Bacteroidales (UID2617)	213	406	265	23	377	6	0	0	0	93.49	1.89	16.67
m2.mtb18	o__Bacteroidales (UID2617)	213	406	265	8	393	5	0	0	0	98.68	0.94	0
m2.mtb181	f__Lachnospiraceae (UID1286)	57	420	207	7	406	7	0	0	0	97.52	2.23	0
m2.mtb182	f__Lachnospiraceae (UID1255)	90	354	174	29	321	4	0	0	0	91.76	1.74	25
m2.mtb186	o__Clostridiales (UID1226)	155	278	158	40	235	3	0	0	0	81.49	1.29	33.33
m2.mtb187	k__Bacteria (UID2569)	434	278	186	3	271	4	0	0	0	98.39	2.15	0
m2.mtb196_sub	f__Lachnospiraceae (UID1286)	57	420	207	68	333	17	2	0	0	89.49	6.15	26.09
m2.mtb202	f__Lachnospiraceae (UID1255)	90	354	174	27	307	20	0	0	0	91.58	3.26	40
m2.mtb204	o__Campylobacterales (UID3068)	106	476	283	1	472	3	0	0	0	99.82	1.06	0
m2.mtb207_sub	o__Bacteroidales (UID2617)	213	406	265	39	354	13	0	0	0	94.08	4.34	7.69
m2.mtb208_sub	g__Lactobacillus (UID380)	58	449	129	8	427	14	0	0	0	96.9	1.42	0
m2.mtb217_sub	o__Bacteroidales (UID2617)	213	406	265	49	349	8	0	0	0	86.42	2.09	62.5
m2.mtb221	k__Bacteria (UID2372)	131	177	106	2	171	4	0	0	0	98.11	1.35	0
m2.mtb33	k__Bacteria (UID2329)	174	149	89	16	129	4	0	0	0	84.16	1.22	50
m2.mtb35	o__Bacteroidales (UID2716)	92	487	270	6	475	6	0	0	0	97.78	1.1	0
m2.mtb37	o__Bacteroidales (UID2617)	213	406	265	5	384	17	0	0	0	98.3	3.96	11.76
m2.mtb38	f__Lachnospiraceae (UID1255)	90	354	174	8	338	8	0	0	0	96.72	1.82	0
m2.mtb46_sub	o__Bacteroidales (UID2617)	213	406	265	14	378	13	1	0	0	96.93	4.67	12.5
m2.mtb47	o__Bacteroidales (UID2617)	213	406	265	14	387	5	0	0	0	96.51	1.89	40
m2.mtb50_sub	f__Lachnospiraceae (UID1255)	90	354	174	61	276	16	1	0	0	79.65	3.99	26.32
m2.mtb53	k__Bacteria (UID2329)	174	149	89	8	136	5	0	0	0	91.57	5.06	0
m2.mtb5_sub	k__Bacteria (UID2372)	131	177	106	5	170	2	0	0	0	97.71	1.89	50
m2.mtb64	p__Bacteroidetes (UID2605)	350	314	208	5	293	16	0	0	0	98.7	5.05	37.5
m2.mtb65	c__Clostridia (UID1085)	35	420	196	97	309	14	0	0	0	72.01	2.5	50
m2.mtb66_sub	f__Lachnospiraceae (UID1255)	90	354	174	32	293	28	1	0	0	93.69	10.4	16.13
m2.mtb69	f__Lachnospiraceae (UID1255)	90	354	174	9	327	18	0	0	0	96.82	6.8	22.22
m2.mtb74_sub	k__Bacteria (UID2495)	2993	147	91	60	84	3	0	0	0	61.65	2.38	0
m2.mtb80	o__Clostridiales (UID1212)	172	263	149	59	200	4	0	0	0	74.53	2.35	25
m2.mtb82	c__Clostridia (UID1118)	387	223	124	25	194	4	0	0	0	90.07	1.84	50
m2.mtb87_sub	o__Bacteroidales (UID2617)	213	406	265	39	362	5	0	0	0	93.67	1.51	0
m2.mtb88_sub	f__Lachnospiraceae (UID1255)	90	354	174	35	304	15	0	0	0	91.78	3.99	33.33
m2.mxb100_sub	c__Clostridia (UID1118)	387	223	124	66	143	9	3	0	2	66.95	3.91	47.37
m2.mxb179_sub	o__Clostridiales (UID1212)	172	263	149	156	89	17	1	0	0	34.01	5.69	5
m2.mxb19_sub	o__Bacteroidales (UID2617)	213	406	265	82	311	13	0	0	0	75.47	2.89	7.69
m2.mxb21_sub	o__Bacteroidales (UID2617)	213	406	265	10	390	6	0	0	0	97.5	0.9	33.33
m2.mxb22_sub	o__Bacteroidales (UID2617)	213	406	265	298	100	8	0	0	0	18.68	2.45	25
m2.mxb25_sub	o__Bacteroidales (UID2621)	198	427	260	20	389	18	0	0	0	94.81	5.06	0
m2.mxb27_sub	o__Bacteroidales (UID2617)	213	406	265	77	321	8	0	0	0	86.45	2.14	37.5
m2.mxb28_sub	p__Bacteroidetes (UID2605)	350	314	208	278	36	0	0	0	0	2.56	0	0
m2.mxb36_sub	k__Bacteria (UID2329)	174	149	89	5	138	6	0	0	0	94.38	5.62	0
m2.mxb41_sub	o__Clostridiales (UID1212)	172	261	148	4	254	3	0	0	0	97.97	2.03	0
m2.mxb47_sub	p__Bacteroidetes (UID2605)	350	314	208	272	41	1	0	0	0	4.75	0.02	100
m2.mxb54	o__Clostridiales (UID1212)	172	263	149	11	250	2	0	0	0	94.18	0.89	0
m2.mxb69_sub	f__Lachnospiraceae (UID1255)	90	354	174	48	270	31	4	1	0	89.47	9.34	10.2
m2.mxb83	o__Clostridiales (UID1212)	172	263	149	26	231	6	0	0	0	93.96	3.58	0
m2.mxb85_sub	p__Bacteroidetes (UID2605)	350	314	208	77	176	57	4	0	0	69.76	21.14	8.7
m2.mxb88	o__Lactobacillales (UID374)	471	350	191	1	348	1	0	0	0	99.48	0.26	0
m2.mxb90_sub	o__Bacteroidales (UID2617)	213	406	265	151	223	26	6	0	0	64.46	9.23	9.09
m2.vmb101	k__Bacteria (UID2328)	3167	126	75	6	118	2	0	0	0	92.67	1.44	0
m2.vmb102	o__Bacteroidales (UID2617)	213	406	265	15	389	2	0	0	0	95.16	0.75	0
m2.vmb113	o__Bacteroidales (UID2617)	213	406	265	17	388	1	0	0	0	95.28	0.38	100
m2.vmb114	c__Clostridia (UID1118)	387	223	124	28	194	1	0	0	0	92.78	0.81	0
m2.vmb123_sub	k__Bacteria (UID2329)	174	149	89	18	128	3	0	0	0	85.25	1.73	0
m2.vmb124	f__Lachnospiraceae (UID1255)	90	354	174	35	312	7	0	0	0	88.85	3.74	0
m2.vmb127	p__Proteobacteria (UID3887)	1487	256	160	3	251	2	0	0	0	98.12	0.83	50
m2.vmb128_sub	k__Bacteria (UID2565)	2921	152	93	41	109	2	0	0	0	71.97	2.15	100
m2.vmb129	c__Clostridia (UID1118)	387	223	124	14	187	21	1	0	0	94.1	6.63	75
m2.vmb13_sub	f__Lachnospiraceae (UID1255)	90	354	174	49	298	7	0	0	0	88	1.94	42.86
m2.vmb140	k__Bacteria (UID3187)	2258	186	116	5	177	4	0	0	0	95.69	3.45	0
m2.vmb142	f__Lachnospiraceae (UID1255)	90	354	174	7	325	22	0	0	0	98.26	7.95	4.55
m2.vmb143	c__Clostridia (UID1118)	387	223	124	23	196	4	0	0	0	90.93	1.26	75
m2.vmb145	o__Clostridiales (UID1212)	172	263	149	10	252	1	0	0	0	94.85	0.22	0
m2.vmb17	g__Lactobacillus (UID377)	91	430	154	4	423	3	0	0	0	98.73	0.93	100
m2.vmb24	o__Clostridiales (UID1212)	172	263	149	28	230	5	0	0	0	91.57	2.57	0
m2.vmb25	c__Clostridia (UID1118)	387	223	124	16	205	2	0	0	0	90.73	0.43	0
m2.vmb3	c__Clostridia (UID1118)	387	223	124	16	203	4	0	0	0	91.33	0.53	50
m2.vmb35	c__Clostridia (UID1118)	387	223	124	32	187	4	0	0	0	83.95	1.24	75
m2.vmb47	o__Clostridiales (UID1212)	172	263	149	18	244	1	0	0	0	95.97	0.67	0
m2.vmb52	k__Bacteria (UID2569)	434	278	186	0	273	5	0	0	0	100	1.61	0
m2.vmb54	o__Bacteroidales (UID2617)	213	406	265	16	383	7	0	0	0	97.31	1.79	14.29
m2.vmb55	k__Bacteria (UID2329)	174	149	89	64	83	2	0	0	0	56.72	1.69	50
m2.vmb56	o__Bacteroidales (UID2617)	213	406	265	4	397	5	0	0	0	98.68	0.91	80
m2.vmb61	c__Clostridia (UID1118)	387	223	124	10	211	2	0	0	0	95.16	0.29	50
m2.vmb67_sub	o__Lactobacillales (UID355)	490	336	184	43	286	7	0	0	0	88.98	2.4	57.14
m2.vmb73	f__Lachnospiraceae (UID1255)	90	354	174	39	311	4	0	0	0	88.31	1.92	0
m2.vmb77	k__Bacteria (UID2495)	2993	147	91	40	105	2	0	0	0	70.44	0.43	50
m21.cct124_sub	o__Bacteroidales (UID2617)	213	406	265	10	393	3	0	0	0	97.17	1.13	66.67
m21.cct131_sub	o__Bacteroidales (UID2617)	213	406	265	49	292	60	4	1	0	87.54	18.36	10.26
m21.cct27_sub	p__Bacteroidetes (UID2605)	350	314	208	156	143	14	1	0	0	50.75	5.46	47.06
m21.cct30	o__Clostridiales (UID1212)	172	261	148	4	254	3	0	0	0	97.97	2.03	0
m21.cct51_sub	o__Clostridiales (UID1120)	304	250	143	92	155	3	0	0	0	64.58	1.42	33.33
m21.cct57_sub	o__Bacteroidales (UID2617)	213	406	265	40	203	154	9	0	0	90.49	46.98	3.87
m21.cct67_sub	c__Clostridia (UID1118)	387	223	124	11	178	32	2	0	0	93.55	18.87	2.63
m21.cct69_sub	c__Clostridia (UID1118)	387	223	124	34	178	11	0	0	0	84.78	4.99	54.55
m21.cct70_sub	c__Clostridia (UID1118)	387	223	124	58	160	4	1	0	0	68.62	2.45	0
m21.cct75_sub	c__Clostridia (UID1118)	387	223	124	32	186	5	0	0	0	82.74	2.47	0
m21.cct85	c__Clostridia (UID1085)	35	420	196	69	346	5	0	0	0	80.08	1.28	20
m21.cct90_sub	f__Lachnospiraceae (UID1255)	90	354	174	19	317	16	2	0	0	92.4	5.49	18.18
m21.mtb116_sub	c__Clostridia (UID1118)	387	223	124	6	215	2	0	0	0	96.75	0.54	0
m21.mtb117	o__Clostridiales (UID1212)	172	257	149	45	198	14	0	0	0	82.65	4.5	35.71
m21.mtb126	o__Clostridiales (UID1212)	172	263	149	15	247	1	0	0	0	92.28	0.02	0
m21.mtb129	c__Clostridia (UID1118)	387	223	124	5	210	7	1	0	0	97.55	5.44	0
m21.mtb130_sub	o__Bacteroidales (UID2617)	213	406	265	36	364	6	0	0	0	90.25	1.46	33.33
m21.mtb132	o__Bacteroidales (UID2617)	213	406	265	16	386	4	0	0	0	96.3	0.88	25
m21.mtb139_sub	f__Lachnospiraceae (UID1255)	90	354	174	18	329	7	0	0	0	94.71	1.54	0
m21.mtb141	f__Lachnospiraceae (UID1286)	57	420	207	63	344	13	0	0	0	87.12	3.62	15.38
m21.mtb146	c__Clostridia (UID1118)	387	223	124	10	211	2	0	0	0	95.16	0.81	0
m21.mtb148	k__Bacteria (UID3187)	2258	186	116	2	180	4	0	0	0	98.28	3.45	0
m21.mtb152	o__Bacteroidales (UID2617)	213	406	265	6	378	22	0	0	0	97.92	3.49	13.64
m21.mtb153	o__Bacteroidales (UID2617)	213	406	265	17	383	6	0	0	0	95.68	1.47	33.33
m21.mtb154	f__Lachnospiraceae (UID1255)	90	354	174	21	332	1	0	0	0	94.92	0.29	100
m21.mtb155	o__Bacteroidales (UID2617)	213	406	265	30	373	3	0	0	0	95.5	0.88	0
m21.mtb157_sub	c__Clostridia (UID1118)	387	223	124	11	208	4	0	0	0	94.35	1.24	0
m21.mtb169_sub	o__Clostridiales (UID1226)	155	278	158	24	229	25	0	0	0	88.5	8.33	4
m21.mtb170	k__Bacteria (UID2329)	174	149	89	9	140	0	0	0	0	92.02	0	0
m21.mtb174	o__Clostridiales (UID1212)	172	263	149	23	238	2	0	0	0	89.71	1.01	0
m21.mtb185	o__Bacteroidales (UID2617)	213	406	265	4	390	12	0	0	0	98.68	2.52	8.33
m21.mtb187	k__Bacteria (UID2569)	434	278	186	8	269	1	0	0	0	95.7	0.54	0
m21.mtb192_sub	p__Bacteroidetes (UID2605)	350	314	208	36	267	11	0	0	0	94.6	4.14	36.36
m21.mtb20	o__Clostridiales (UID1212)	172	263	149	62	188	12	0	1	0	69.42	6.06	0
m21.mtb22	g__Lactobacillus (UID380)	58	449	129	1	443	5	0	0	0	99.22	1.64	0
m21.mtb23	k__Bacteria (UID1453)	901	171	117	51	115	5	0	0	0	62.03	1.2	40
m21.mtb28	o__Bacteroidales (UID2617)	213	406	265	15	384	7	0	0	0	96.16	0.4	42.86
m21.mtb29_sub	o__Clostridiales (UID1212)	172	263	149	17	236	10	0	0	0	94.59	5.26	10
m21.mtb41	o__Clostridiales (UID1212)	172	263	149	1	260	2	0	0	0	99.33	1.34	0
m21.mtb42	k__Bacteria (UID2569)	434	278	186	3	273	2	0	0	0	98.39	0.54	0
m21.mtb44_sub	k__Bacteria (UID1453)	901	171	117	81	89	1	0	0	0	48.66	0.85	0
m21.mtb45	o__Clostridiales (UID1212)	172	263	149	18	245	0	0	0	0	89.49	0	0
m21.mtb46	k__Bacteria (UID1452)	924	151	101	65	85	1	0	0	0	54.02	0.99	0
m21.mtb47	o__Bacteroidales (UID2617)	213	406	265	21	377	8	0	0	0	96.65	2.58	37.5
m21.mtb4_sub	o__Clostridiales (UID1212)	172	263	149	78	182	3	0	0	0	69.04	0.86	33.33
m21.mtb52	o__Bacteroidales (UID2617)	213	406	265	4	396	6	0	0	0	99.06	1.82	0
m21.mtb53	o__Bacteroidales (UID2617)	213	406	265	11	391	4	0	0	0	97.42	0.95	25
m21.mtb56	f__Lachnospiraceae (UID1286)	57	420	207	16	389	15	0	0	0	93.72	3.16	6.67
m21.mtb57_sub	o__Clostridiales (UID1212)	172	263	149	32	230	1	0	0	0	82.66	0.02	0
m21.mtb66	o__Clostridiales (UID1120)	304	250	143	33	211	6	0	0	0	83.96	2.86	16.67
m21.mtb71	p__Bacteroidetes (UID2605)	350	314	208	11	294	9	0	0	0	95.67	3.04	44.44
m21.mtb73	o__Clostridiales (UID1120)	304	250	143	11	219	19	1	0	0	94.52	11.05	13.64
m21.mtb74	o__Clostridiales (UID1226)	155	278	158	35	237	6	0	0	0	92.21	3.16	33.33
m21.mtb77_sub	o__Clostridiales (UID1212)	172	263	149	87	166	10	0	0	0	65.06	3.55	30
m21.mtb78	o__Bacteroidales (UID2617)	213	406	265	11	384	11	0	0	0	96.98	3.4	0
m21.mtb83	c__Clostridia (UID1118)	387	223	124	38	182	3	0	0	0	78.35	1.28	0
m21.mtb86_sub	f__Lachnospiraceae (UID1255)	90	354	174	48	298	8	0	0	0	92.06	3.74	50
m21.mtb89_sub	o__Clostridiales (UID1212)	172	263	149	31	225	7	0	0	0	86.39	3.42	0
m21.mtb90	o__Bacteroidales (UID2617)	213	406	265	36	358	12	0	0	0	91.94	0.61	33.33
m21.mtb97	k__Bacteria (UID2569)	434	278	186	16	259	3	0	0	0	95.32	0.6	0
m21.mtb98	o__Bacteroidales (UID2617)	213	406	265	4	397	5	0	0	0	98.68	1.13	40
m21.mxb1	p__Bacteroidetes (UID2605)	350	314	208	3	299	11	1	0	0	98.56	3.53	0
m21.mxb101_sub	o__Bacteroidales (UID2617)	213	406	265	93	270	42	1	0	0	74.38	8.25	17.78
m21.mxb124	o__Clostridiales (UID1212)	172	263	149	66	179	14	4	0	0	73.99	11.09	11.54
m21.mxb13	o__Campylobacterales (UID3068)	106	475	283	3	469	3	0	0	0	99.71	0.35	0
m21.mxb19_sub	o__Bacteroidales (UID2617)	213	406	265	71	326	9	0	0	0	80.94	1.78	44.44
m21.mxb24_sub	f__Lachnospiraceae (UID1255)	90	354	174	8	320	24	2	0	0	97.01	9.02	0
m21.mxb3_sub	c__Clostridia (UID1118)	387	223	124	24	195	4	0	0	0	85.48	2.45	0
m21.mxb43_sub	p__Bacteroidetes (UID2605)	350	314	208	27	283	4	0	0	0	96.39	1.04	25
m21.mxb44	o__Clostridiales (UID1212)	172	263	149	74	189	0	0	0	0	65.22	0	0
m21.mxb45_sub	o__Bacteroidales (UID2617)	213	406	265	31	364	11	0	0	0	89.62	1.96	36.36
m21.mxb6_sub	f__Lachnospiraceae (UID1255)	90	354	174	38	276	39	1	0	0	88.77	12.24	7.14
m21.mxb77	k__Bacteria (UID2372)	131	177	106	4	160	13	0	0	0	97.04	6.65	15.38
m21.mxb95	f__Lachnospiraceae (UID1286)	57	420	207	50	334	31	5	0	0	90.59	11.47	28.26
m21.vmb1	f__Lachnospiraceae (UID1255)	90	354	174	71	270	13	0	0	0	85.99	5.27	23.08
m21.vmb10	c__Clostridia (UID1118)	387	223	124	12	207	4	0	0	0	93.28	1.13	50
m21.vmb103	c__Clostridia (UID1118)	387	223	124	26	187	9	1	0	0	87.67	4.16	33.33
m21.vmb106_sub	c__Clostridia (UID1118)	387	223	124	28	194	1	0	0	0	84.27	0.03	0
m21.vmb117	o__Rickettsiales (UID3809)	83	324	211	86	234	4	0	0	0	67.3	1.66	0
m21.vmb120	k__Bacteria (UID2982)	88	230	148	50	177	3	0	0	0	71.82	1.38	0
m21.vmb122	f__Lachnospiraceae (UID1255)	90	354	174	71	278	5	0	0	0	78.38	1.53	0
m21.vmb125	o__Bacteroidales (UID2617)	213	406	265	14	392	0	0	0	0	95.85	0	0
m21.vmb126	p__Bacteroidetes (UID2605)	350	316	210	28	270	18	0	0	0	91	2.2	5.56
m21.vmb129	f__Lachnospiraceae (UID1255)	90	354	174	19	330	5	0	0	0	95.79	1.63	20
m21.vmb130_sub	f__Lachnospiraceae (UID1286)	57	420	207	113	298	9	0	0	0	73.19	3	11.11
m21.vmb132	c__Clostridia (UID1118)	387	223	124	17	202	3	1	0	0	91.47	1.74	16.67
m21.vmb134	k__Bacteria (UID2329)	174	149	89	5	143	1	0	0	0	94.94	1.12	0
m21.vmb142	p__Proteobacteria (UID3887)	1487	256	160	3	252	1	0	0	0	98.12	0.62	100
m21.vmb149_sub	o__Bacteroidales (UID2617)	213	406	265	98	299	9	0	0	0	78.95	1.63	11.11
m21.vmb152	k__Bacteria (UID1453)	901	171	117	73	95	3	0	0	0	48.78	1.79	0
m21.vmb28	p__Actinobacteria (UID2112)	31	211	124	140	70	1	0	0	0	24.79	0.2	0
m21.vmb32_sub	o__Clostridiales (UID1212)	172	263	149	107	153	3	0	0	0	53.72	0.5	33.33
m21.vmb33	o__Clostridiales (UID1226)	155	278	158	9	268	1	0	0	0	95.78	0.63	0
m21.vmb39	k__Bacteria (UID1453)	901	171	117	20	148	3	0	0	0	86.18	1.99	0
m21.vmb59	c__Clostridia (UID1118)	387	223	124	11	210	2	0	0	0	93.55	0.43	0
m21.vmb6	o__Clostridiales (UID1212)	172	263	149	11	252	0	0	0	0	94.18	0	0
m21.vmb63	o__Lactobacillales (UID355)	490	336	184	3	330	3	0	0	0	98.37	1.1	0
m21.vmb67	k__Bacteria (UID2569)	434	278	186	3	274	1	0	0	0	98.66	0.54	0
m21.vmb69	o__Campylobacterales (UID3068)	106	477	284	94	382	1	0	0	0	80.12	0.35	0
m21.vmb75	f__Mycoplasmataceae (UID2414)	89	228	130	114	112	2	0	0	0	42.24	0.11	0
m21.vmb8	c__Clostridia (UID1118)	387	223	124	12	202	9	0	0	0	94.35	3.66	22.22
m21.vmb84	o__Clostridiales (UID1212)	172	263	149	31	230	2	0	0	0	87.06	0.36	0
m21.vmb85	f__Lachnospiraceae (UID1286)	57	420	207	26	380	14	0	0	0	93.64	3.56	35.71
m21.vmb91	f__Lachnospiraceae (UID1255)	90	354	174	49	302	3	0	0	0	85.92	1.23	33.33
m22.cct10	o__Campylobacterales (UID3068)	106	477	284	20	456	1	0	0	0	96.13	0.35	0
m22.cct106_sub	k__Bacteria (UID203)	5449	104	58	0	80	22	2	0	0	100	25.55	14.29
m22.cct113	c__Deltaproteobacteria (UID3218)	61	284	169	101	159	24	0	0	0	59.34	8.57	4.17
m22.cct117_sub	o__Clostridiales (UID1226)	155	278	158	62	203	13	0	0	0	74.51	5.02	38.46
m22.cct124_sub	o__Bacteroidales (UID2617)	213	406	265	70	317	18	0	0	1	80.16	5	14.29
m22.cct128_sub	p__Bacteroidetes (UID2605)	350	315	209	4	286	25	0	0	0	98.33	4.92	28
m22.cct149	f__Enterobacteriaceae (UID5121)	138	1162	336	52	1107	3	0	0	0	96.76	0.1	100
m22.cct163	k__Bacteria (UID2982)	88	230	148	47	180	3	0	0	0	73.11	1.39	33.33
m22.cct166_sub	o__Bacteroidales (UID2617)	213	406	265	36	353	15	2	0	0	92.3	4.05	23.81
m22.cct169	o__Clostridiales (UID1212)	172	263	149	7	249	6	1	0	0	96.64	4.27	33.33
m22.cct172_sub	c__Clostridia (UID1118)	387	223	124	23	196	4	0	0	0	89.09	1.66	25
m22.cct176	o__Clostridiales (UID1212)	172	263	149	62	201	0	0	0	0	68.54	0	0
m22.cct177_sub	g__Bacteroides (UID2691)	33	839	309	54	754	31	0	0	0	93.79	2.97	80.65
m22.cct181_sub	k__Bacteria (UID2495)	2993	147	91	8	117	18	2	2	0	93.31	23.95	0
m22.cct22_sub	o__Lactobacillales (UID544)	293	475	267	289	184	2	0	0	0	35.16	0.39	100
m22.cct46_sub	o__Clostridiales (UID1212)	172	263	149	20	239	4	0	0	0	89.82	1.81	50
m22.cct49_sub	o__Clostridiales (UID1226)	155	278	158	38	236	4	0	0	0	86.03	0.88	75
m22.cct53	o__Lactobacillales (UID355)	490	334	183	46	282	6	0	0	0	84.22	2.2	33.33
m22.cct60_sub	f__Lachnospiraceae (UID1255)	90	354	174	3	337	14	0	0	0	98.28	3.79	14.29
m22.cct67	o__Clostridiales (UID1212)	172	263	149	8	252	3	0	0	0	95.3	1.68	33.33
m22.cct69_sub	f__Lachnospiraceae (UID1255)	90	354	174	10	148	176	17	2	1	96.4	68.03	5.22
m22.cct87_sub	o__Clostridiales (UID1212)	172	263	149	94	168	1	0	0	0	62	0.67	0
m22.cct95_sub	o__Clostridiales (UID1212)	172	263	149	98	164	1	0	0	0	58.97	0.67	100
m22.mtb101	p__Actinobacteria (UID2112)	31	211	124	31	174	6	0	0	0	80.55	2.15	16.67
m22.mtb107	f__Lachnospiraceae (UID1255)	90	354	174	10	333	11	0	0	0	96.15	3.4	0
m22.mtb110	o__Bacteroidales (UID2617)	213	406	265	29	365	12	0	0	0	92.66	1.96	41.67
m22.mtb111_sub	g__Bacteroides (UID2691)	33	839	309	47	755	36	1	0	0	97.02	7.84	76.92
m22.mtb115	o__Clostridiales (UID1212)	172	263	149	78	167	16	2	0	0	70.6	5.23	63.64
m22.mtb118	k__Bacteria (UID2569)	434	278	186	4	272	2	0	0	0	98.28	0.54	0
m22.mtb12	o__Bacteroidales (UID2617)	213	406	265	15	375	15	1	0	0	95.72	4.95	33.33
m22.mtb121	c__Clostridia (UID1118)	387	223	124	13	207	3	0	0	0	94.19	0.97	66.67
m22.mtb125	f__Lachnospiraceae (UID1255)	90	354	174	26	324	4	0	0	0	91.01	1.44	0
m22.mtb128	o__Clostridiales (UID1212)	172	263	149	3	258	2	0	0	0	97.99	1.34	50
m22.mtb136	c__Clostridia (UID1118)	387	223	124	13	208	2	0	0	0	92.74	0.1	50
